37.07041667,-111.5016389,1
37.66101,-113.81037,2
39.19183,-110.71167,3
38.79662,-109.20929,4
38.97388,-108.46249,5
34.9749,-112.377,6
35.7189,-109.452,7
36.658,-107.99,8
33.93305,-111.81927,9
36.32005,-106.11105,10
35.8049842,-106.13738,11
38.705,-109.8827,12
